브랜드,isAnchor,fit,소재,앵커역할,정규화여유,성별,product,size,총장,어깨너비,가슴단면,소매길이,비고
스파오,true,레귤러핏,tee,기반,regular,여성,[코튼스판] 골지 긴팔티,S,53,35,37,60
스파오,true,레귤러핏,tee,기반,regular,여성,[코튼스판] 골지 긴팔티,M,55,36.5,39.5,61
스파오,true,레귤러핏,tee,기반,regular,여성,[코튼스판] 골지 긴팔티,L,57,38,42,62
스파오,true,레귤러핏,tee,기반,regular,여성,레이어드 긴팔티,S,53.5,36,42,60
스파오,true,레귤러핏,tee,기반,regular,여성,레이어드 긴팔티,M,55.5,37.5,44.5,61
스파오,true,레귤러핏,tee,기반,regular,여성,레이어드 긴팔티,L,57.5,39,47,62
스파오,true,슬림핏,tee,기반,slim,여성,[모달] 슬림핏 긴팔티,S,55,35,41,60
스파오,true,슬림핏,tee,기반,slim,여성,[모달] 슬림핏 긴팔티,M,57,36.5,43.5,61
스파오,true,슬림핏,tee,기반,slim,여성,[모달] 슬림핏 긴팔티,L,59,38,46,62
에잇세컨즈,true,루즈핏,tee,기반,loose,남성,스트라이프 티셔츠,M,69.5,56.5,60,57.9
에잇세컨즈,true,루즈핏,tee,기반,loose,남성,스트라이프 티셔츠,L,71,58,63,59
에잇세컨즈,true,루즈핏,tee,기반,loose,남성,스트라이프 티셔츠,XL,73,59.8,66,60.1
에잇세컨즈,true,레귤러핏,tee,기반,regular,남성,컬러 슬럽 티셔츠,M,65.5,48.5,55,61.9
에잇세컨즈,true,레귤러핏,tee,기반,regular,남성,컬러 슬럽 티셔츠,L,67,50,58,63
에잇세컨즈,true,레귤러핏,tee,기반,regular,남성,컬러 슬럽 티셔츠,XL,69,51.8,61,64.1
에잇세컨즈,true,레귤러핏,tee,기반,regular,남성,캐주얼코튼 가먼트다잉 긴소매티,S,,51.6,55,61.6
에잇세컨즈,true,레귤러핏,tee,기반,regular,남성,캐주얼코튼 가먼트다잉 긴소매티,M,,52.8,57.5,62.8
에잇세컨즈,true,레귤러핏,tee,기반,regular,남성,캐주얼코튼 가먼트다잉 긴소매티,L,,54,60,64
에잇세컨즈,true,레귤러핏,tee,기반,regular,남성,캐주얼코튼 가먼트다잉 긴소매티,XL,,55.5,62.5,65.2
에잇세컨즈,true,레귤러핏,tee,기반,regular,남성,캐주얼코튼 가먼트다잉 긴소매티,XXL,,57,65,66.4
에잇세컨즈,true,오버핏,sweat,파생,oversize,남성,해비웨이트 스웨트셔츠,M,70.5,62.3,60.5,59.8
에잇세컨즈,true,오버핏,sweat,파생,oversize,남성,해비웨이트 스웨트셔츠,L,72,63.5,63,61
에잇세컨즈,true,오버핏,sweat,파생,oversize,남성,해비웨이트 스웨트셔츠,XL,74,65,65.5,62.2
에잇세컨즈,true,오버핏,sweat,파생,oversize,남성,해비웨이트 스웨트셔츠,XXL,76,66.5,68,63.4
에잇세컨즈,true,레귤러핏,shirt_casual,기반,regular,남성,컬러 체크 셔츠,M,76.5,60.5,67,56.9
에잇세컨즈,true,레귤러핏,shirt_casual,기반,regular,남성,컬러 체크 셔츠,L,78,62,70,58
에잇세컨즈,true,레귤러핏,shirt_casual,기반,regular,남성,컬러 체크 셔츠,XL,80,63.8,73,59.1
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,남성,에스닉 오버핏 셔츠,M,76.5,54.8,62.5,59.8
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,남성,에스닉 오버핏 셔츠,L,78,56,65,61
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,남성,에스닉 오버핏 셔츠,XL,80,57.5,67.5,62.2
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,남성,에스닉 오버핏 셔츠,XXL,82,59,70,63.4
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,남성,텍스처 스트라이프 셔츠,M,76.5,55.8,63.5,59.3
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,남성,텍스처 스트라이프 셔츠,L,78,57,66,60.5
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,남성,텍스처 스트라이프 셔츠,XL,80,58.5,68.5,61.7
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,남성,텍스처 스트라이프 셔츠,XXL,82,60,71,62.9
에잇세컨즈,true,슬림핏,tee,기반,slim,여성,플리츠 솔리드 긴소매 티셔츠,S,49,38.4,42.65,58.5
에잇세컨즈,true,슬림핏,tee,기반,slim,여성,플리츠 솔리드 긴소매 티셔츠,M,50.5,39.8,45.15,59.7
에잇세컨즈,true,슬림핏,tee,기반,slim,여성,플리츠 솔리드 긴소매 티셔츠,L,52,41,47.15,60.9
에잇세컨즈,true,오버핏,tee,기반,oversize,여성,가먼트다잉 그래픽 긴소매 티셔츠,XS,68.2,55.3,56.5,55.3
에잇세컨즈,true,오버핏,tee,기반,oversize,여성,가먼트다잉 그래픽 긴소매 티셔츠,S,69.7,56.5,58.5,56.5
에잇세컨즈,true,오버핏,tee,기반,oversize,여성,가먼트다잉 그래픽 긴소매 티셔츠,M,71.2,57.9,61,57.7
에잇세컨즈,true,오버핏,tee,기반,oversize,여성,가먼트다잉 그래픽 긴소매 티셔츠,L,72.7,59.1,63,58.9
에잇세컨즈,true,슬림핏,tee,기반,slim,여성,허리 맞턱 긴소매 티셔츠,S,63,37,41.5,62.5
에잇세컨즈,true,슬림핏,tee,기반,slim,여성,허리 맞턱 긴소매 티셔츠,M,64.5,38.4,44,63.7
에잇세컨즈,true,슬림핏,tee,기반,slim,여성,허리 맞턱 긴소매 티셔츠,L,66,39.6,46,64.9
에잇세컨즈,true,릴렉스핏,tee,기반,loose,여성,멀티 스트라이프 칼라 티셔츠,S,68,53,56.5,55
에잇세컨즈,true,릴렉스핏,tee,기반,loose,여성,멀티 스트라이프 칼라 티셔츠,M,69.5,54.4,59,56.2
에잇세컨즈,true,릴렉스핏,tee,기반,loose,여성,멀티 스트라이프 칼라 티셔츠,L,71,55.6,61,57.4
에잇세컨즈,true,레귤러핏,shirt_casual,기반,regular,여성,패턴 옆셔링 셔츠,S,56,,50,
에잇세컨즈,true,레귤러핏,shirt_casual,기반,regular,여성,패턴 옆셔링 셔츠,M,57.5,,52.5,
에잇세컨즈,true,레귤러핏,shirt_casual,기반,regular,여성,패턴 옆셔링 셔츠,L,59,,54.5,
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,여성,서커 체크 긴소매 오버핏 셔츠,S,71.5,52.5,64,54.5
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,여성,서커 체크 긴소매 오버핏 셔츠,M,73,55,66.5,55.1
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,여성,서커 체크 긴소매 오버핏 셔츠,L,74.5,57,68.5,55.9
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,여성,레이온 혼방 허리 리본 셔츠,XS,71.5,50.5,68.15,52.6
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,여성,레이온 혼방 허리 리본 셔츠,S,73,52.5,70.15,53.4
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,여성,레이온 혼방 허리 리본 셔츠,M,74.5,55,72.65,54
에잇세컨즈,true,오버핏,shirt_casual,기반,oversize,여성,레이온 혼방 허리 리본 셔츠,L,76,57,74.65,54.8
에잇세컨즈,true,슬림핏,shirt_casual,기반,slim,여성,기모 슬림 스트라이프 셔츠,S,58,46.5,46.6,59
에잇세컨즈,true,슬림핏,shirt_casual,기반,slim,여성,기모 슬림 스트라이프 셔츠,M,59.5,47.9,49.1,60.2
에잇세컨즈,true,슬림핏,shirt_casual,기반,slim,여성,기모 슬림 스트라이프 셔츠,L,61,49.1,51.1,61.4
에잇세컨즈,true,릴렉스핏,tee,기반,loose,남성,조직감 코튼 블랜드 긴소매티,M,71.5,52.8,58.5,60.8
에잇세컨즈,true,릴렉스핏,tee,기반,loose,남성,조직감 코튼 블랜드 긴소매티,L,73,54,61,62
에잇세컨즈,true,릴렉스핏,tee,기반,loose,남성,조직감 코튼 블랜드 긴소매티,XL,75,55.5,63.5,63.2
에잇세컨즈,true,릴렉스핏,tee,기반,loose,남성,조직감 코튼 블랜드 긴소매티,XXL,77,57,66,64.4
탑텐,true,레귤러핏,knit,기반,regular,공용,공용) COOL Air 코튼 더블니트 T (긴팔),S,66,44.5,52.5,59.5
탑텐,true,레귤러핏,knit,기반,regular,공용,공용) COOL Air 코튼 더블니트 T (긴팔),M,69,47,55,60
탑텐,true,레귤러핏,knit,기반,regular,공용,공용) COOL Air 코튼 더블니트 T (긴팔),L,71,49.5,57.5,60.5
탑텐,true,레귤러핏,knit,기반,regular,공용,공용) COOL Air 코튼 더블니트 T (긴팔),XL,73,52,60,61
탑텐,true,레귤러핏,knit,기반,regular,공용,공용) COOL Air 코튼 더블니트 T (긴팔),XXL,75,55.5,63.5,61.5
탑텐,true,레귤러핏,knit,기반,regular,공용,공용) COOL Air 코튼 더블니트 T (긴팔),3XL,77,59,67,62
탑텐,true,레귤러핏,knit,기반,regular,공용,공용) COOL Air 코튼 더블니트 T (긴팔),4XL,79,62.5,70.5,62.5
탑텐,true,레귤러핏,knit,기반,regular,공용,공용) COOL Air 코튼 더블니트 T (긴팔),5XL,79,66,74,62.5
탑텐,true,오버핏,tee,기반,oversize,공용,공용) 코튼 크루넥 T (긴팔 스트라이프),S,66,46,52.5,59.5
탑텐,true,오버핏,tee,기반,oversize,공용,공용) 코튼 크루넥 T (긴팔 스트라이프),M,69,48.5,55,60
탑텐,true,오버핏,tee,기반,oversize,공용,공용) 코튼 크루넥 T (긴팔 스트라이프),L,71,51,57.5,60.5
탑텐,true,오버핏,tee,기반,oversize,공용,공용) 코튼 크루넥 T (긴팔 스트라이프),XL,73,53.5,60,61
탑텐,true,오버핏,tee,기반,oversize,공용,공용) 코튼 크루넥 T (긴팔 스트라이프),XXL,75,57,63.5,61.5
탑텐,true,오버핏,tee,기반,oversize,공용,공용) 코튼 크루넥 T (긴팔 스트라이프),3XL,77,60.5,67,62
탑텐,true,레귤러핏,tee,기반,regular,공용,공용) 소프트 브러시드 크루넥 T (긴팔),S,67,41.4,51,63
탑텐,true,레귤러핏,tee,기반,regular,공용,공용) 소프트 브러시드 크루넥 T (긴팔),M,70,42.7,53.5,64
탑텐,true,레귤러핏,tee,기반,regular,공용,공용) 소프트 브러시드 크루넥 T (긴팔),L,72,44,56,65
탑텐,true,레귤러핏,tee,기반,regular,공용,공용) 소프트 브러시드 크루넥 T (긴팔),XL,74,45.3,58.5,66
탑텐,true,레귤러핏,tee,기반,regular,공용,공용) 소프트 브러시드 크루넥 T (긴팔),XXL,76,47.3,62,67
탑텐,true,레귤러핏,tee,기반,regular,공용,공용) 소프트 브러시드 크루넥 T (긴팔),3XL,78,49.3,65.5,68
탑텐,true,레귤러핏,tee,기반,regular,공용,공용) 소프트 브러시드 크루넥 T (긴팔),4XL,80,51.3,69,69
탑텐,true,레귤러핏,tee,기반,regular,공용,공용) 소프트 브러시드 크루넥 T (긴팔),5XL,80,53.3,72.5,69
탑텐,true,레귤러핏,tee,기반,regular,남성,남성) COOL Air 코튼 그래픽 T (긴팔),M,69.5,51.5,55,59.5
탑텐,true,레귤러핏,tee,기반,regular,남성,남성) COOL Air 코튼 그래픽 T (긴팔),L,71.5,54,57.5,60
탑텐,true,레귤러핏,tee,기반,regular,남성,남성) COOL Air 코튼 그래픽 T (긴팔),XL,73.5,56.5,60,60.5
탑텐,true,레귤러핏,tee,기반,regular,남성,남성) COOL Air 코튼 그래픽 T (긴팔),XXL,75.5,60,63.5,61
탑텐,true,레귤러핏,tee,기반,regular,남성,남성) COOL Air 코튼 그래픽 T (긴팔),3XL,77.5,63.5,67,61.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 리넨블렌드 셔츠 (긴팔),M,78,47.2,54.5,61.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 리넨블렌드 셔츠 (긴팔),L,80,48.5,57,62.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 리넨블렌드 셔츠 (긴팔),XL,82,49.8,59.5,63.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 리넨블렌드 셔츠 (긴팔),XXL,82,51.8,63,64.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 리넨블렌드 셔츠 (긴팔),3XL,,53.8,66.5,65.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 리넨블렌드 셔츠 (긴팔),4XL,,55.8,70,65.5
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 시어서커 패턴 오버핏 셔츠 (긴팔),S,75.5,52,58,58.6
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 시어서커 패턴 오버핏 셔츠 (긴팔),M,77,54,60.5,59.3
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 시어서커 패턴 오버핏 셔츠 (긴팔),L,79,56,63,60
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 시어서커 패턴 오버핏 셔츠 (긴팔),XL,81,58,65.5,60.7
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 시어서커 패턴 오버핏 셔츠 (긴팔),XXL,,60.5,69,61.4
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 옥스포드 버튼다운 셔츠,M,74.5,47.2,54.5,61.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 옥스포드 버튼다운 셔츠,L,76,48.5,57,62.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 옥스포드 버튼다운 셔츠,XL,78,49.8,59.5,63.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 옥스포드 버튼다운 셔츠,XXL,80,51.8,63,64.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 옥스포드 버튼다운 셔츠,3XL,82,53.8,66.5,65.5
탑텐,true,레귤러핏,shirt_casual,기반,regular,남성,남성) 옥스포드 버튼다운 셔츠,4XL,82,55.8,70,65.5
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 오버핏 셔츠,S,74,52,58,58.6
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 오버핏 셔츠,M,75.5,54,60.5,59.3
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 오버핏 셔츠,L,77,56,63,60
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 오버핏 셔츠,XL,79,58,65.5,60.7
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 오버핏 셔츠,XXL,81,60.5,69,61.4
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 오버핏 셔츠,3XL,83,63,72.5,62.1
탑텐,true,오버핏,shirt_casual,기반,oversize,공용,공용) 오버핏 셔츠,4XL,83,65.5,76,62.1
탑텐,true,루즈핏,tee,기반,loose,여성,여성) 브러시드 립 헨리넥T (긴팔),S,53,36,41.5,57.5
탑텐,true,루즈핏,tee,기반,loose,여성,여성) 브러시드 립 헨리넥T (긴팔),M,54.5,37.3,44,58.5
탑텐,true,루즈핏,tee,기반,loose,여성,여성) 브러시드 립 헨리넥T (긴팔),L,56,38.6,46.5,59.5
탑텐,true,루즈핏,tee,기반,loose,여성,여성) 브러시드 립 헨리넥T (긴팔),XL,57.5,39.9,49,60.5
탑텐,true,레귤러핏,tee,기반,regular,여성,여성) 소프트 립 크루넥 T (긴팔),S,58,34.5,36,59
탑텐,true,레귤러핏,tee,기반,regular,여성,여성) 소프트 립 크루넥 T (긴팔),M,59.5,35.8,38.5,60
탑텐,true,레귤러핏,tee,기반,regular,여성,여성) 소프트 립 크루넥 T (긴팔),L,61,37.1,41,61
탑텐,true,레귤러핏,tee,기반,regular,여성,여성) 소프트 립 크루넥 T (긴팔),XL,62.5,38.4,43.5,62
탑텐,true,레귤러핏,tee,기반,regular,여성,여성) 소프트 립 크루넥 T (긴팔),XXL,62.5,39.7,46,63
탑텐,true,릴렉스핏,tee,기반,loose,여성,여성) 리넨블렌드 릴랙스핏 T (긴팔),S,60,48,50,54
탑텐,true,릴렉스핏,tee,기반,loose,여성,여성) 리넨블렌드 릴랙스핏 T (긴팔),M,61.5,50.5,52.5,54.5
탑텐,true,릴렉스핏,tee,기반,loose,여성,여성) 리넨블렌드 릴랙스핏 T (긴팔),L,63,53,55,55
탑텐,true,릴렉스핏,tee,기반,loose,여성,여성) 리넨블렌드 릴랙스핏 T (긴팔),XL,64.5,55.5,57.5,55.5
탑텐,true,릴렉스핏,tee,기반,loose,여성,여성) 리넨블렌드 릴랙스핏 T (긴팔),XXL,64.5,58,60,56
탑텐,true,슬림핏,tee,기반,slim,여성,여성) 시어 크루넥 T (긴팔),S,58,34,37,59
탑텐,true,슬림핏,tee,기반,slim,여성,여성) 시어 크루넥 T (긴팔),M,59.5,35.3,39.5,60
탑텐,true,슬림핏,tee,기반,slim,여성,여성) 시어 크루넥 T (긴팔),L,61,36.6,42,61
탑텐,true,슬림핏,tee,기반,slim,여성,여성) 시어 크루넥 T (긴팔),XL,62.5,37.9,44.5,62
탑텐,true,슬림핏,tee,기반,slim,여성,여성) 시어 크루넥 T (긴팔),XXL,62.5,39.2,47,63
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 시어 오버핏 셔츠,S,70.5,63,60,48
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 시어 오버핏 셔츠,M,72,65,62.5,48.7
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 시어 오버핏 셔츠,L,73.5,67,65,49.4
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 리넨블렌드 루즈핏 셔츠 (긴팔),XS,64,48,55,53.8
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 리넨블렌드 루즈핏 셔츠 (긴팔),S,65.5,50,57.5,54.5
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 리넨블렌드 루즈핏 셔츠 (긴팔),M,67,52,60,55.2
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 리넨블렌드 루즈핏 셔츠 (긴팔),L,68.5,54,62.5,55.9
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 리넨블렌드 루즈핏 셔츠 (긴팔),XL,70,56,65,56.6
탑텐,true,오버핏,shirt_casual,기반,oversize,여성,여성) 리넨블렌드 루즈핏 셔츠 (긴팔),XXL,70,58,67.5,56.6
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 알바니 EX 크루넥 BLACK,S,67,56,58,54,가슴단면=가슴둘레÷2(116)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 알바니 EX 크루넥 BLACK,M,70,58,60.5,56,가슴단면=가슴둘레÷2(121)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 알바니 EX 크루넥 BLACK,L,73,60,63,57,가슴단면=가슴둘레÷2(126)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 알바니 EX 크루넥 BLACK,XL,75,62,65.5,58.5,가슴단면=가슴둘레÷2(131)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 알바니 EX 크루넥 BLACK,XXL,77,64,68,60,가슴단면=가슴둘레÷2(136)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 알바니 EX 크루넥 BLACK,XXXL,77,66,70.5,61.5,가슴단면=가슴둘레÷2(141)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 에센셜 긴팔 티 BLACK,XS,64,51,51.5,58,가슴단면=가슴둘레÷2(103)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 에센셜 긴팔 티 BLACK,S,67,53,54,59,가슴단면=가슴둘레÷2(108)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 에센셜 긴팔 티 BLACK,M,70,55,56.5,60,가슴단면=가슴둘레÷2(113)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 에센셜 긴팔 티 BLACK,L,73,57,59,61,가슴단면=가슴둘레÷2(118)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 에센셜 긴팔 티 BLACK,XL,75,59,61.5,62,가슴단면=가슴둘레÷2(123)
노스페이스,false,루즈핏,tee,기반,loose,남성,화이트라벨 에센셜 긴팔 티 BLACK,XXL,77,61,64,63,가슴단면=가슴둘레÷2(128)
노스페이스,false,루즈핏,sweat,파생,loose,공용,키네틱 플리스 스웻셔츠,WS,52,59.5,57.5,48.5,가슴단면=가슴둘레÷2(115); 여성 사이즈
노스페이스,false,루즈핏,sweat,파생,loose,공용,키네틱 플리스 스웻셔츠,WM,54,61,60,49.5,가슴단면=가슴둘레÷2(120); 여성 사이즈
노스페이스,false,루즈핏,sweat,파생,loose,공용,키네틱 플리스 스웻셔츠,WL,56,62.5,62.5,50.5,가슴단면=가슴둘레÷2(125); 여성 사이즈
노스페이스,false,루즈핏,sweat,파생,loose,공용,키네틱 플리스 스웻셔츠,M,69,59.5,64.5,55.5,가슴단면=가슴둘레÷2(129); 남성 사이즈
노스페이스,false,루즈핏,sweat,파생,loose,공용,키네틱 플리스 스웻셔츠,L,71,61,67,56.5,가슴단면=가슴둘레÷2(134); 남성 사이즈
노스페이스,false,루즈핏,sweat,파생,loose,공용,키네틱 플리스 스웻셔츠,XL,73,62.5,69.5,57.5,가슴단면=가슴둘레÷2(139); 남성 사이즈
노스페이스,false,루즈핏,sweat,파생,loose,공용,키네틱 플리스 스웻셔츠,XXL,75,64,72,58.5,가슴단면=가슴둘레÷2(144); 남성 사이즈
노스페이스,false,레귤러핏,sweat,파생,regular,남성,남성 안디노 긴팔 집티,M,69,,50,82.5,어깨너비 미제공;가슴단면=가슴둘레÷2(100);소매길이 등중심 기준 추정
노스페이스,false,레귤러핏,sweat,파생,regular,남성,남성 안디노 긴팔 집티,L,70,,52.5,84,어깨너비 미제공;가슴단면=가슴둘레÷2(105);소매길이 등중심 기준 추정
노스페이스,false,레귤러핏,sweat,파생,regular,남성,남성 안디노 긴팔 집티,XL,71,,55.75,85.75,어깨너비 미제공;가슴단면=가슴둘레÷2(111.5);소매길이 등중심 기준 추정
노스페이스,false,레귤러핏,sweat,파생,regular,남성,남성 안디노 긴팔 집티,XXL,72,,59,87.5,어깨너비 미제공;가슴단면=가슴둘레÷2(118);소매길이 등중심 기준 추정
노스페이스,false,레귤러핏,sweat,파생,regular,남성,남성 안디노 긴팔 집티,XXXL,73,,60.5,88.75,어깨너비 미제공;가슴단면=가슴둘레÷2(121);소매길이 등중심 기준 추정
노스페이스,false,루즈핏,tee,기반,loose,남성,남성 이지온 긴팔 티셔츠,S,68,50,55,57.5,가슴단면=가슴둘레÷2(110)
노스페이스,false,루즈핏,tee,기반,loose,남성,남성 이지온 긴팔 티셔츠,M,70,51.5,57.5,58.5,가슴단면=가슴둘레÷2(115)
노스페이스,false,루즈핏,tee,기반,loose,남성,남성 이지온 긴팔 티셔츠,L,72,53,60,59.5,가슴단면=가슴둘레÷2(120)
노스페이스,false,루즈핏,tee,기반,loose,남성,남성 이지온 긴팔 티셔츠,XL,74,54.5,62.5,60.5,가슴단면=가슴둘레÷2(125)
노스페이스,false,루즈핏,tee,기반,loose,남성,남성 이지온 긴팔 티셔츠,XXL,76,56,65,61.5,가슴단면=가슴둘레÷2(130)
노스페이스,false,루즈핏,tee,기반,loose,남성,남성 이지온 긴팔 티셔츠,XXXL,76,57.5,67.5,62.5,가슴단면=가슴둘레÷2(135)
노스페이스,false,레귤러핏,tee,기반,regular,여성,화이트라벨 여성 스텝업 긴팔 라운드티,S,57.5,37,45,63,가슴단면=가슴둘레÷2(90)
노스페이스,false,레귤러핏,tee,기반,regular,여성,화이트라벨 여성 스텝업 긴팔 라운드티,M,59.5,39,47.5,64,가슴단면=가슴둘레÷2(95)
노스페이스,false,레귤러핏,tee,기반,regular,여성,화이트라벨 여성 스텝업 긴팔 라운드티,L,61.5,41,50,65,가슴단면=가슴둘레÷2(100)
노스페이스,false,레귤러핏,tee,기반,regular,여성,화이트라벨 여성 스텝업 긴팔 라운드티,XL,63.5,43,52.5,66,가슴단면=가슴둘레÷2(105)
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 오틀러 긴팔 집티,S,63,,44,78.5,총장=뒷길이(앞길이60);어깨너비 미제공;가슴단면=가슴둘레÷2(88);소매 등중심 추정
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 오틀러 긴팔 집티,M,64,,46.5,80,총장=뒷길이(앞길이61);어깨너비 미제공;가슴단면=가슴둘레÷2(93);소매 등중심 추정
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 오틀러 긴팔 집티,L,65,,49,81.5,총장=뒷길이(앞길이62);어깨너비 미제공;가슴단면=가슴둘레÷2(98);소매 등중심 추정
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 오틀러 긴팔 집티,XL,66,,51.5,83,총장=뒷길이(앞길이63);어깨너비 미제공;가슴단면=가슴둘레÷2(103);소매 등중심 추정
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 오틀러 긴팔 집티,XXL,67,,54,84.5,총장=뒷길이(앞길이64);어깨너비 미제공;가슴단면=가슴둘레÷2(108);소매 등중심 추정
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 누베 후디,S,51,,51,76.25,크롭;어깨너비 미제공;가슴단면=가슴둘레÷2(102);소매 등중심 추정
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 누베 후디,M,53,,53.5,78,크롭;어깨너비 미제공;가슴단면=가슴둘레÷2(107);소매 등중심 추정
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 누베 후디,L,55,,56,79.75,크롭;어깨너비 미제공;가슴단면=가슴둘레÷2(112);소매 등중심 추정
노스페이스,false,레귤러핏,sweat,파생,regular,여성,여성 누베 후디,XL,57,,58.5,81.5,크롭;어깨너비 미제공;가슴단면=가슴둘레÷2(117);소매 등중심 추정
자라,true,슬림핏,shirt_casual,기반,slim,남성,코튼 슬림핏 셔츠,S,77.0,42.0,52.5,64.5,KR90·팔너비19.0·p00975170·자라garment실측
자라,true,슬림핏,shirt_casual,기반,slim,남성,코튼 슬림핏 셔츠,M,78.0,44.0,54.5,65.5,KR95-100·팔너비20.0·p00975170·자라garment실측
자라,true,슬림핏,shirt_casual,기반,slim,남성,코튼 슬림핏 셔츠,L,79.0,46.0,56.5,66.5,KR100-105·팔너비21.0·p00975170·자라garment실측
자라,true,슬림핏,shirt_casual,기반,slim,남성,코튼 슬림핏 셔츠,XL,80.0,48.0,58.5,67.5,KR105-110·팔너비22.0·p00975170·자라garment실측
자라,true,레귤러핏,shirt_casual,기반,regular,남성,린넨-코튼 레귤러핏 셔츠,S,70.0,46.0,55.5,61.0,KR90·팔너비20.0·p01063411·자라garment실측·(선정 p07545938 대체)
자라,true,레귤러핏,shirt_casual,기반,regular,남성,린넨-코튼 레귤러핏 셔츠,M,73.0,48.0,58.5,63.0,KR95-100·팔너비21.0·p01063411·자라garment실측·(선정 p07545938 대체)
자라,true,레귤러핏,shirt_casual,기반,regular,남성,린넨-코튼 레귤러핏 셔츠,L,76.0,50.0,61.5,65.0,KR100-105·팔너비22.0·p01063411·자라garment실측·(선정 p07545938 대체)
자라,true,레귤러핏,shirt_casual,기반,regular,남성,린넨-코튼 레귤러핏 셔츠,XL,79.0,52.0,64.5,67.0,KR105-110·팔너비23.0·p01063411·자라garment실측·(선정 p07545938 대체)
자라,true,레귤러핏,shirt_casual,기반,regular,남성,린넨-코튼 레귤러핏 셔츠,XXL,82.0,54.0,67.5,69.0,KR115·팔너비24.0·p01063411·자라garment실측·(선정 p07545938 대체)
